id,chemical_name,casrn,dtxsid,chemical_class,market_or_product_use,exposure_potential,known_hazard_flags,toxicity_data_gaps,priority_score,testing_rationale,source_title,confidence,review_status,reviewer_notes
chem-1542,polycyclic aromatic hydrocarbons,not extracted,not extracted,chemical class,"The observed differences between the effects of three size-fractionated particulates were attributed to particle sizes and chemical constituents, including heavy metals and also PAHs, since the amounts of PAH associated with more severe toxicity were enriched equivalently in the F1 and F2 fractions.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,75,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Early-life exposure to three size-fractionated ultrafine and fine atmospheric particulates in Beijing exacerbates asthma development in mature mice.,high,pending,
chem-1543,PFOS,not extracted,not extracted,single chemical,"We quantified six PFASs, including perfluorooctanoic acid (PFOA) and perfluorooctane sulfonate (PFOS), and maternal thyroid hormones [thyroxine (T), Free T Index (FTI), thyroid stimulating hormone (TSH)] in plasma samples collected at a median 9.6 wk gestation and neonatal T levels from postpartum heel sticks.",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Maternal Plasma per- and Polyfluoroalkyl Substance Concentrations in Early Pregnancy and Maternal and Neonatal Thyroid Function in a Prospective Birth Cohort: Project Viva (USA).,high,pending,
chem-1544,PFHxS,not extracted,not extracted,single chemical,"RESULTS: PFAS concentrations were not associated with maternal T, but PFOA, perfluorohexane sulfonate (PFHxS), and 2-(N-methyl-perfluorooctane sulfonamido) acetate (MeFOSAA) were inversely associated with maternal FTI [e.g., -1.87% (95% confidence interval (CI): -3.40, -0.31) per interquartile (IQR) increase in PFOA].",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Maternal Plasma per- and Polyfluoroalkyl Substance Concentrations in Early Pregnancy and Maternal and Neonatal Thyroid Function in a Prospective Birth Cohort: Project Viva (USA).,high,pending,
chem-1545,PFOA,not extracted,not extracted,single chemical,"We quantified six PFASs, including perfluorooctanoic acid (PFOA) and perfluorooctane sulfonate (PFOS), and maternal thyroid hormones [thyroxine (T), Free T Index (FTI), thyroid stimulating hormone (TSH)] in plasma samples collected at a median 9.6 wk gestation and neonatal T levels from postpartum heel sticks.",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Maternal Plasma per- and Polyfluoroalkyl Substance Concentrations in Early Pregnancy and Maternal and Neonatal Thyroid Function in a Prospective Birth Cohort: Project Viva (USA).,high,pending,
chem-1546,PFOS,not extracted,not extracted,single chemical,"Mean [standard deviation (SD)] for black carbon was 0.8 (0.3) μg/m, perfluorooctane sulfonate (PFOS) was 29.1 (16.5) ng/mL, and BW/GA z-score was 0.19 (0.96).",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,60,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Cumulative exposure to environmental pollutants during early pregnancy and reduced fetal growth: the Project Viva cohort.,high,pending,
chem-1547,PFOS,not extracted,not extracted,single chemical,"RESULTS: In adjusted linear models, we observed increased BMI-for-age-and-sex z-score (β = 0.18, 95% CI: 0.01-0.35), and increased triceps skinfold z-score (β = 0.15, 95% CI: 0.02-0.27) in children at 5-year follow-up per ln-unit increase in maternal serum perfluorooctane sulfonate (PFOS) concentrations.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Prenatal exposure to persistent organic pollutants and child overweight/obesity at 5-year follow-up: a prospective cohort study.,high,pending,
chem-1548,PFOA,not extracted,not extracted,single chemical,We found similar associations between maternal serum perfluorooctanoate (PFOA) concentrations and child overweight/obesity.,high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Prenatal exposure to persistent organic pollutants and child overweight/obesity at 5-year follow-up: a prospective cohort study.,high,pending,
chem-1549,polycyclic aromatic hydrocarbons,not extracted,not extracted,chemical class,+/- +/- +/- +/- +/- +/- ABBREVIATIONS: HO: hydrogen peroxide; NTG: nitroglycerin; PAH: polycyclic aromatic hydrocarbons; PE: l-phenylephrine; PM: particulate matter; ROS: reactive oxygen species; SOD2: superoxide dismutase 2 deficient; WT: wild type.,medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,55,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Ultrafine particulate matter exposure impairs vasorelaxant response in superoxide dismutase 2-deficient murine aortic rings.,high,pending,
chem-1550,lead,not extracted,not extracted,metal,"We will also provide an in-depth overview on the mechanistic pathways that lead to health problems (e.g., cardiovascular diseases) in response to environmental psychosocial stress, air pollution exposure in the form of ambient PM and diesel exhaust, traffic noise exposure, and the life style drug (water-pipe) smoking.",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,55,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Environmental Stressors and Their Impact on Health and Disease with Focus on Oxidative Stress.,high,pending,
chem-1551,PFOS,not extracted,not extracted,single chemical,"RESULTS: Median (interquartile range, IQR) perfluorooctane sulfonate (PFOS), perfluorooctanoate (PFOA), and perfluorodecanoate (PFDeA) concentrations in child plasma were 6.2 (5.5), 4.3 (3.0), and 0.3 (0.3) ng/mL, respectively.",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Early life exposure to per- and polyfluoroalkyl substances and mid-childhood lipid and alanine aminotransferase levels.,high,pending,
chem-1552,PFOA,not extracted,not extracted,single chemical,"RESULTS: Median (interquartile range, IQR) perfluorooctane sulfonate (PFOS), perfluorooctanoate (PFOA), and perfluorodecanoate (PFDeA) concentrations in child plasma were 6.2 (5.5), 4.3 (3.0), and 0.3 (0.3) ng/mL, respectively.",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Early life exposure to per- and polyfluoroalkyl substances and mid-childhood lipid and alanine aminotransferase levels.,high,pending,
chem-1553,PFOS,not extracted,not extracted,single chemical,"Perfluorooctane sulfonate (PFOS) and perfluorononanoate (PFNA) were weakly inversely associated with birth weight-for-gestational age z scores (adjusted β = -0.04 (95% confidence interval (CI): -0.08, 0.01) and adjusted β = -0.06 (95% CI: -0.11, -0.01) per interquartile-range increase, respectively).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Early-Pregnancy Plasma Concentrations of Perfluoroalkyl Substances and Birth Outcomes in Project Viva: Confounded by Pregnancy Hemodynamics?,high,pending,
chem-1554,polycyclic aromatic hydrocarbons,not extracted,not extracted,chemical class,"Pulmonary arterial hypertension (PAH) is one of the most disastrous vascular diseases, which results in right ventricular failure and death.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,65,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Diesel exhaust inhalation exposure induces pulmonary arterial hypertension in mice.,high,pending,
chem-1555,PFOS,not extracted,not extracted,single chemical,"RESULTS: Perfluorooctane sulfonate (PFOS) and perfluorohexane sulfonate (PFHxS) were positively associated with IGT (137 cases) [OR per log-unit increase=1.99 (95% CI: 1.06, 3.78) and OR=1.65 ( 95% CI: 0.99, 2.76), respectively].",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Exposure to Perfluoroalkyl Substances and Metabolic Outcomes in Pregnant Women: Evidence from the Spanish INMA Birth Cohorts.,high,pending,
chem-1556,PFHxS,not extracted,not extracted,single chemical,"RESULTS: Perfluorooctane sulfonate (PFOS) and perfluorohexane sulfonate (PFHxS) were positively associated with IGT (137 cases) [OR per log-unit increase=1.99 (95% CI: 1.06, 3.78) and OR=1.65 ( 95% CI: 0.99, 2.76), respectively].",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Exposure to Perfluoroalkyl Substances and Metabolic Outcomes in Pregnant Women: Evidence from the Spanish INMA Birth Cohorts.,high,pending,
chem-1557,PFOA,not extracted,not extracted,single chemical,"PFOS and perfluorononanoate (PFNA) were negatively associated with triglyceride levels [percent median change per log-unit increase=-5.86% (95% CI: -9.91%, -1.63%) and percent median change per log-unit increase=-4.75% (95% CI: -8.16%, -0.61%, respectively], whereas perfluorooctanoate (PFOA) was positively associated with total cholesterol [percent median change per log-unit increase=1.26% (95% CI: 0.01%, 2.54%)].",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Exposure to Perfluoroalkyl Substances and Metabolic Outcomes in Pregnant Women: Evidence from the Spanish INMA Birth Cohorts.,high,pending,
chem-1558,PFHxS,not extracted,not extracted,single chemical,"TITLE: Exposure to perfluoroalkyl substances during pregnancy and child behaviour at 5 to 9years of age We examined associations between prenatal exposure to perfluorohexane sulfonic acid (PFHxS), perfluoroheptanoic acid (PFHpA), perfluorononanoic acid (PFNA), and perfluorodecanic acid (PFDA) - and child behaviour (SDQ-total) and hyperactivity (sub-scale) at 5-9years of age in birth cohorts from Greenland and Ukraine.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Exposure to perfluoroalkyl substances during pregnancy and child behaviour at 5 to 9years of age.,high,pending,
chem-1559,PFOA,not extracted,not extracted,single chemical,"The six most abundant PFASs were perfluorooctane sulfonic acid (PFOS), perfluorooctanoic acid (PFOA), perfluorooctanesulfonamide (PFOSA), perfluorohexane sulfonic acid (PFHxS), perfluorononanoic acid (PFNA), and perfluoroundecanoic acid (PFUnDA).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Prenatal exposure to perfluoralkyl substances (PFASs) associated with respiratory tract infections but not allergy- and asthma-related health outcomes in childhood.,high,pending,
chem-1560,PFHxS,not extracted,not extracted,single chemical,"The six most abundant PFASs were perfluorooctane sulfonic acid (PFOS), perfluorooctanoic acid (PFOA), perfluorooctanesulfonamide (PFOSA), perfluorohexane sulfonic acid (PFHxS), perfluorononanoic acid (PFNA), and perfluoroundecanoic acid (PFUnDA).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Prenatal exposure to perfluoralkyl substances (PFASs) associated with respiratory tract infections but not allergy- and asthma-related health outcomes in childhood.,high,pending,
chem-1561,PFOS,not extracted,not extracted,single chemical,"The six most abundant PFASs were perfluorooctane sulfonic acid (PFOS), perfluorooctanoic acid (PFOA), perfluorooctanesulfonamide (PFOSA), perfluorohexane sulfonic acid (PFHxS), perfluorononanoic acid (PFNA), and perfluoroundecanoic acid (PFUnDA).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Prenatal exposure to perfluoralkyl substances (PFASs) associated with respiratory tract infections but not allergy- and asthma-related health outcomes in childhood.,high,pending,
chem-1562,BPA,not extracted,not extracted,single chemical,"This study aimed to examine the association of gestational exposure to five chemical classes of potential EDCs: phthalates and bisphenol A, perfluoroalkyl substances (PFAS), polychlorinated biphenyls (PCBs), polybrominated diphenyl ethers (PBDEs), and organochlorine pesticides (OCPs) with infant birth weight..",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Gestational exposure to endocrine disrupting chemicals in relation to infant birth weight: a Bayesian analysis of the HOME Study.,high,pending,
chem-1563,phthalates,not extracted,not extracted,chemical class,"This study aimed to examine the association of gestational exposure to five chemical classes of potential EDCs: phthalates and bisphenol A, perfluoroalkyl substances (PFAS), polychlorinated biphenyls (PCBs), polybrominated diphenyl ethers (PBDEs), and organochlorine pesticides (OCPs) with infant birth weight..",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,65,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Gestational exposure to endocrine disrupting chemicals in relation to infant birth weight: a Bayesian analysis of the HOME Study.,high,pending,
chem-1564,PFAS,not extracted,not extracted,chemical class,"This study aimed to examine the association of gestational exposure to five chemical classes of potential EDCs: phthalates and bisphenol A, perfluoroalkyl substances (PFAS), polychlorinated biphenyls (PCBs), polybrominated diphenyl ethers (PBDEs), and organochlorine pesticides (OCPs) with infant birth weight..",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,65,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Gestational exposure to endocrine disrupting chemicals in relation to infant birth weight: a Bayesian analysis of the HOME Study.,medium,pending,
chem-1565,arsenic,not extracted,not extracted,metalloid,"TITLE: South Asian Health: Inflammation, Infection, Exposure, and the Human Microbiome This paper presents the results of the literature review conducted for the working group topic on inflammation, infection, exposure, and the human microbiome.",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.","South Asian Health: Inflammation, Infection, Exposure, and the Human Microbiome.",high,pending,
chem-1566,PFOA,not extracted,not extracted,single chemical,"METHODS: We measured perfluorohexanesulfonic acid (PFHxS), perfluorooctanesulfonic acid (PFOS), perfluorooctanoic acid (PFOA), and perfluorononanoic acid (PFNA) in maternal plasma (first trimester).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Prenatal Exposure to Perfluoroalkyl Substances and Cardiometabolic Risk in Children from the Spanish INMA Birth Cohort Study.,high,pending,
chem-1567,PFHxS,not extracted,not extracted,single chemical,"METHODS: We measured perfluorohexanesulfonic acid (PFHxS), perfluorooctanesulfonic acid (PFOS), perfluorooctanoic acid (PFOA), and perfluorononanoic acid (PFNA) in maternal plasma (first trimester).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Prenatal Exposure to Perfluoroalkyl Substances and Cardiometabolic Risk in Children from the Spanish INMA Birth Cohort Study.,high,pending,
chem-1568,PFOS,not extracted,not extracted,single chemical,"METHODS: We measured perfluorohexanesulfonic acid (PFHxS), perfluorooctanesulfonic acid (PFOS), perfluorooctanoic acid (PFOA), and perfluorononanoic acid (PFNA) in maternal plasma (first trimester).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Prenatal Exposure to Perfluoroalkyl Substances and Cardiometabolic Risk in Children from the Spanish INMA Birth Cohort Study.,high,pending,
chem-1569,PFOS,not extracted,not extracted,single chemical,"Further, this association remains unclear for other perfluoroalkyl substances (PFAS), such as perfluorooctane sulfonate (PFOS), perfluorohexane sulfonate (PFHxS), and perfluorononanoate (PFNA).",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,60,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Prenatal exposure to perfluoroalkyl substances and birth outcomes in a Spanish birth cohort.,high,pending,
chem-1570,PFHxS,not extracted,not extracted,single chemical,"Further, this association remains unclear for other perfluoroalkyl substances (PFAS), such as perfluorooctane sulfonate (PFOS), perfluorohexane sulfonate (PFHxS), and perfluorononanoate (PFNA).",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,60,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Prenatal exposure to perfluoroalkyl substances and birth outcomes in a Spanish birth cohort.,high,pending,
chem-1571,PFOA,not extracted,not extracted,single chemical,BACKGROUND: Prenatal perfluorooctanoate (PFOA) exposure has been associated with reduced birth weight but maternal glomerular filtration rate (GFR) may attenuate this association.,medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,60,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Prenatal exposure to perfluoroalkyl substances and birth outcomes in a Spanish birth cohort.,high,pending,
chem-1572,PFOA,not extracted,not extracted,single chemical,"After adjusting for confounding factors, urinary CC16 was significantly, negatively associated with PFASs, especially PFOS, PFOA, PFDA and PFNA, and especially among males, as follows: PFOS (β = -0.003, 95% confidence interval [CI]: -0.004, -0.002), PFOA (β = -0.045, 95% CI: -0.086, -0.004), and PFHxA (β = -0.310, 95% CI: -0.455, -0.165) among asthmatic boys, and PFDA (β = -0.126, 95%CI: -0.241, -0.012) and PFNA (β = -0.329, 95% CI: -0.526, -0.132) among non-asthmatic boys.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Perfluoroalkyl substance exposure and urine CC16 levels among asthmatics: A case-control study of children.,high,pending,
chem-1573,PFOS,not extracted,not extracted,single chemical,"After adjusting for confounding factors, urinary CC16 was significantly, negatively associated with PFASs, especially PFOS, PFOA, PFDA and PFNA, and especially among males, as follows: PFOS (β = -0.003, 95% confidence interval [CI]: -0.004, -0.002), PFOA (β = -0.045, 95% CI: -0.086, -0.004), and PFHxA (β = -0.310, 95% CI: -0.455, -0.165) among asthmatic boys, and PFDA (β = -0.126, 95%CI: -0.241, -0.012) and PFNA (β = -0.329, 95% CI: -0.526, -0.132) among non-asthmatic boys.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Perfluoroalkyl substance exposure and urine CC16 levels among asthmatics: A case-control study of children.,high,pending,
chem-1574,PFBS,not extracted,not extracted,single chemical,"Significant interaction effects (p < 0.15) on CC16 levels were found between asthma and PFOS, PFOA, PFBS and PFHxA in all participants..",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Perfluoroalkyl substance exposure and urine CC16 levels among asthmatics: A case-control study of children.,high,pending,
chem-1575,phthalates,not extracted,not extracted,chemical class,"Environmental pollutants include mercury, environmental tobacco smoke (ETS), polychlorinated biphenyls (PCB), perfluoroalkyl substances (PFAS) and phthalates.",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,55,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Children's environmental health based on birth cohort studies of Asia.,high,pending,
chem-1576,mercury,not extracted,not extracted,metal,"Environmental pollutants include mercury, environmental tobacco smoke (ETS), polychlorinated biphenyls (PCB), perfluoroalkyl substances (PFAS) and phthalates.",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,55,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Children's environmental health based on birth cohort studies of Asia.,high,pending,
chem-1577,PFAS,not extracted,not extracted,chemical class,"Environmental pollutants include mercury, environmental tobacco smoke (ETS), polychlorinated biphenyls (PCB), perfluoroalkyl substances (PFAS) and phthalates.",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,55,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Children's environmental health based on birth cohort studies of Asia.,medium,pending,
chem-1578,PFOS,not extracted,not extracted,single chemical,Perfluorooctane sulfonate (PFOS) was not significantly associated with any outcomes studied..,high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Perfluoroalkyl Substances during Pregnancy and Offspring Weight and Adiposity at Birth: Examining Mediation by Maternal Fasting Glucose in the Healthy Start Study.,high,pending,
chem-1579,PFHxS,not extracted,not extracted,single chemical,"Adiposity at birth was approximately 10% lower in the highest categories of PFOA, PFNA, and perfluorohexane sulfonate (PFHxS) compared to the lowest categories.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Perfluoroalkyl Substances during Pregnancy and Offspring Weight and Adiposity at Birth: Examining Mediation by Maternal Fasting Glucose in the Healthy Start Study.,high,pending,
chem-1580,PFOA,not extracted,not extracted,single chemical,Maternal perfluorooctanoate (PFOA) and perfluorononanoate (PFNA) concentrations were inversely associated with birth weight.,high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Perfluoroalkyl Substances during Pregnancy and Offspring Weight and Adiposity at Birth: Examining Mediation by Maternal Fasting Glucose in the Healthy Start Study.,high,pending,
chem-1581,PFOS,not extracted,not extracted,single chemical,"RESULTS: Pre-pregnant women with higher levels of log-transformed perfluorooctanate (PFOA), perfluorooctane sulfonate (PFOS), perfluorononanoic acid (PFNA), and perfluorohexanesulfonate (PFHxS) had increased odds of self-reported history of irregular menstrual cycle [PFOA-adjusted odds ratio (OR)=1.52 (95% CI: 1.08, 2.15); PFOS OR=1.29 (95% CI: 0.98, 1.70); PFNA OR=1.50 (95% CI: 1.03, 2.07); PFHxS OR=1.80 (95% CI: 1.17, 2.77)] and long menstrual cycle [PFOA OR=1.50 (95% CI: 1.06, 2.10); PFOS OR=1.34 (95% CI: 1.02, 1.75); PFNA OR=1.49 (95% CI: 1.05, 2.11); PFHxS OR=1.73 (95% CI: 1.13, 2.65)].",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Plasma Perfluoroalkyl and Polyfluoroalkyl Substances Concentration and Menstrual Cycle Characteristics in Preconception Women.,high,pending,
chem-1582,PFHxS,not extracted,not extracted,single chemical,"RESULTS: Pre-pregnant women with higher levels of log-transformed perfluorooctanate (PFOA), perfluorooctane sulfonate (PFOS), perfluorononanoic acid (PFNA), and perfluorohexanesulfonate (PFHxS) had increased odds of self-reported history of irregular menstrual cycle [PFOA-adjusted odds ratio (OR)=1.52 (95% CI: 1.08, 2.15); PFOS OR=1.29 (95% CI: 0.98, 1.70); PFNA OR=1.50 (95% CI: 1.03, 2.07); PFHxS OR=1.80 (95% CI: 1.17, 2.77)] and long menstrual cycle [PFOA OR=1.50 (95% CI: 1.06, 2.10); PFOS OR=1.34 (95% CI: 1.02, 1.75); PFNA OR=1.49 (95% CI: 1.05, 2.11); PFHxS OR=1.73 (95% CI: 1.13, 2.65)].",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Plasma Perfluoroalkyl and Polyfluoroalkyl Substances Concentration and Menstrual Cycle Characteristics in Preconception Women.,high,pending,
chem-1583,PFOA,not extracted,not extracted,single chemical,"RESULTS: Pre-pregnant women with higher levels of log-transformed perfluorooctanate (PFOA), perfluorooctane sulfonate (PFOS), perfluorononanoic acid (PFNA), and perfluorohexanesulfonate (PFHxS) had increased odds of self-reported history of irregular menstrual cycle [PFOA-adjusted odds ratio (OR)=1.52 (95% CI: 1.08, 2.15); PFOS OR=1.29 (95% CI: 0.98, 1.70); PFNA OR=1.50 (95% CI: 1.03, 2.07); PFHxS OR=1.80 (95% CI: 1.17, 2.77)] and long menstrual cycle [PFOA OR=1.50 (95% CI: 1.06, 2.10); PFOS OR=1.34 (95% CI: 1.02, 1.75); PFNA OR=1.49 (95% CI: 1.05, 2.11); PFHxS OR=1.73 (95% CI: 1.13, 2.65)].",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Plasma Perfluoroalkyl and Polyfluoroalkyl Substances Concentration and Menstrual Cycle Characteristics in Preconception Women.,high,pending,
chem-1584,PFAS,not extracted,not extracted,chemical class,"TITLE: Exposure to Perfluorinated Alkyl Substances and Health Outcomes in Children: A Systematic Review of the Epidemiologic Literature Perfluoroalkyl substances (PFAS), chemicals used to make products stain and stick resistant, have been linked to health effects in adults and adverse birth outcomes.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,75,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Exposure to Perfluorinated Alkyl Substances and Health Outcomes in Children: A Systematic Review of the Epidemiologic Literature.,medium,pending,
chem-1585,PFOS,not extracted,not extracted,single chemical,"TITLE: Airborne Precursors Predict Maternal Serum Perfluoroalkyl Acid Concentrations Human exposure to persistent perfluoroalkyl acids (PFAAs), including perfluorooctanoic acid (PFOA), perfluorononanoic acid (PFNA), and perfluorooctanesulfonate (PFOS), can occur directly from contaminated food, water, air, and dust.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Airborne Precursors Predict Maternal Serum Perfluoroalkyl Acid Concentrations.,high,pending,
chem-1586,PFOA,not extracted,not extracted,single chemical,"TITLE: Airborne Precursors Predict Maternal Serum Perfluoroalkyl Acid Concentrations Human exposure to persistent perfluoroalkyl acids (PFAAs), including perfluorooctanoic acid (PFOA), perfluorononanoic acid (PFNA), and perfluorooctanesulfonate (PFOS), can occur directly from contaminated food, water, air, and dust.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Airborne Precursors Predict Maternal Serum Perfluoroalkyl Acid Concentrations.,high,pending,
chem-1587,polycyclic aromatic hydrocarbons,not extracted,not extracted,chemical class,"Polycyclic aromatic hydrocarbons, major constituents of DEPs, were implicated in this process through activation of the aryl hydrocarbon receptor and subsequent mitochondrial reactive oxygen species production, which is known to activate transient receptor potential ankyrin-1 on nociceptive C-fibers..",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,55,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Mechanistic link between diesel exhaust particles and respiratory reflexes.,high,pending,
chem-1588,polycyclic aromatic hydrocarbons,not extracted,not extracted,chemical class,"Among these components, polyaromatic hydrocarbons (PAHs) such as benzo(a)pyrene (BaP) and quinones have detrimental effects on airway epithelial cells and immunodisrupting effects, which leads to the exacerbation of respiratory allergies.",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,55,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Synergistic effect of carbon nuclei and polyaromatic hydrocarbons on respiratory and immune responses.,high,pending,
chem-1589,PFOA,not extracted,not extracted,single chemical,"RESULTS: In foetal organs, the average concentrations of perfluorooctanesulphonic acid (PFOS), perfluorooctanoic acid (PFOA), perfluorononanoic acid (PFNA), perfluoroundecanoic acid (PFUnDa), and perfluorodecanoic acid (PFDA) were 0.6ng/g, 0.2ng/g, 0.1ng/g, 0.1ng/g, and 0.1ng/g, respectively.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.","Concentration of perfluorinated compounds and cotinine in human foetal organs, placenta, and maternal plasma.",high,pending,
chem-1590,PFOS,not extracted,not extracted,single chemical,"RESULTS: In foetal organs, the average concentrations of perfluorooctanesulphonic acid (PFOS), perfluorooctanoic acid (PFOA), perfluorononanoic acid (PFNA), perfluoroundecanoic acid (PFUnDa), and perfluorodecanoic acid (PFDA) were 0.6ng/g, 0.2ng/g, 0.1ng/g, 0.1ng/g, and 0.1ng/g, respectively.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.","Concentration of perfluorinated compounds and cotinine in human foetal organs, placenta, and maternal plasma.",high,pending,
