article_i,title_i,article_j,title_j,cosine_similarity,cosine_distance,note
PMID: 31214664,Ambient Air Pollution Exposure and Fecundability in Women Undergoing In Vitro Fertilization.,PMID: 35016671,"A longitudinal study of exposure to fine particulate matter during pregnancy, small-for-gestational age births, and birthweight percentile for gestational age in a statewide birth cohort.",0.8338,0.1662,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31214664,Ambient Air Pollution Exposure and Fecundability in Women Undergoing In Vitro Fertilization.,PMID: 28002353,Ambient PM2.5 Aluminum and Elemental Carbon and Placental Abruption Morbidity.,0.8331,0.1669,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31214664,Ambient Air Pollution Exposure and Fecundability in Women Undergoing In Vitro Fertilization.,PMID: 30452514,Association of Prenatal Exposure to Air Pollution With Autism Spectrum Disorder.,0.8314,0.1686,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31212685,"Value Assessment of Health Losses Caused by PM in Changsha City, China. 2.5",PMID: 28631126,A comparative study of hospital admissions for respiratory diseases during normal and dusty days in Iran.,0.9616,0.0384,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31212685,"Value Assessment of Health Losses Caused by PM in Changsha City, China. 2.5",PMID: 37659174,New concentration-response functions for seven morbidity endpoints associated with short-term PM exposure and their implications for health impact assessment. 2.5,0.9384,0.0616,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31212685,"Value Assessment of Health Losses Caused by PM in Changsha City, China. 2.5",PMID: 29177959,Ambient Air Pollution and Biomarkers of Health Effect.,0.8804,0.1196,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31212685,"Value Assessment of Health Losses Caused by PM in Changsha City, China. 2.5",PMID: 28160535,PM10 Air Pollution and Acute Hospital Admissions for Cardiovascular and Respiratory Causes in Ostrava.,0.855,0.145,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31212685,"Value Assessment of Health Losses Caused by PM in Changsha City, China. 2.5",PMID: 37084946,Disease specific air quality health index (AQHI) for spatiotemporal health risk assessment of multi-air pollutants.,0.8338,0.1662,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31207896,Space-Time Relationship between Short-Term Exposure to Fine and Coarse Particles and Mortality in a Nationwide Analysis of Korea: A Bayesian Hierarchical Spatio-Temporal Model.,PMID: 41436759,"Effects of PM and particle constituents on overall, cardiovascular, and respiratory mortality in Seoul. 2.5",0.9983,0.0017,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31207896,Space-Time Relationship between Short-Term Exposure to Fine and Coarse Particles and Mortality in a Nationwide Analysis of Korea: A Bayesian Hierarchical Spatio-Temporal Model.,PMID: 30045528,Ambient coarse particulate pollution and mortality in three Chinese cities: Association and attributable mortality burden.,0.9841,0.0159,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31207896,Space-Time Relationship between Short-Term Exposure to Fine and Coarse Particles and Mortality in a Nationwide Analysis of Korea: A Bayesian Hierarchical Spatio-Temporal Model.,PMID: 30284710,Particulate matter air pollution and respiratory impact on humans and animals.,0.983,0.017,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31207896,Space-Time Relationship between Short-Term Exposure to Fine and Coarse Particles and Mortality in a Nationwide Analysis of Korea: A Bayesian Hierarchical Spatio-Temporal Model.,PMID: 30929168,Impact of air pollution on hospital admissions with a focus on respiratory diseases: a time-series multi-city analysis.,0.9787,0.0213,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31207896,Space-Time Relationship between Short-Term Exposure to Fine and Coarse Particles and Mortality in a Nationwide Analysis of Korea: A Bayesian Hierarchical Spatio-Temporal Model.,PMID: 27633498,Mortality and emergency hospitalizations associated with atmospheric particulate matter episodes across the UK in spring 2014.,0.9786,0.0214,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31200718,The effect and burden modification of heating on adult asthma hospitalizations in Shijiazhuang: a time-series analysis.,PMID: 36728241,Environment and the development of severe asthma in inner city population.,0.8669,0.1331,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31200718,The effect and burden modification of heating on adult asthma hospitalizations in Shijiazhuang: a time-series analysis.,PMID: 37105834,Mechanisms of climate change and related air pollution on the immune system leading to allergic disease and asthma.,0.855,0.145,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31200718,The effect and burden modification of heating on adult asthma hospitalizations in Shijiazhuang: a time-series analysis.,PMID: 29574605,Climate Change and the Impact on Respiratory and Allergic Disease: 2018.,0.8546,0.1454,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31200718,The effect and burden modification of heating on adult asthma hospitalizations in Shijiazhuang: a time-series analysis.,PMID: 32512940,A Multifactorial Evaluation of the Effects of Air Pollution and Meteorological Factors on Asthma Exacerbation.,0.8494,0.1506,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31200718,The effect and burden modification of heating on adult asthma hospitalizations in Shijiazhuang: a time-series analysis.,PMID: 35817164,The modification of air particulate matter on the relationship between temperature and childhood asthma hospitalization: An exploration based on different interaction strategies.,0.8405,0.1595,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31199065,PM upregulates rat mesenteric arteries 5-HT receptor via inflammatory-mediated mitogen-activated protein kinases signaling pathway. 2.5 2A,PMID: 32081898,World Trade Center-Cardiorespiratory and Vascular Dysfunction: Assessing the Phenotype and Metabolome of a Murine Particulate Matter Exposure Model.,0.9977,0.0023,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31199065,PM upregulates rat mesenteric arteries 5-HT receptor via inflammatory-mediated mitogen-activated protein kinases signaling pathway. 2.5 2A,PMID: 33039871,Atmospheric PM blocking up autophagic flux in HUVECs via inhibiting Sntaxin-17 and LAMP2. 2.5,0.9972,0.0028,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31199065,PM upregulates rat mesenteric arteries 5-HT receptor via inflammatory-mediated mitogen-activated protein kinases signaling pathway. 2.5 2A,PMID: 28899404,Extracellular vesicle-packaged miRNA release after short-term exposure to particulate matter is associated with increased coagulation.,0.9909,0.0091,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31199065,PM upregulates rat mesenteric arteries 5-HT receptor via inflammatory-mediated mitogen-activated protein kinases signaling pathway. 2.5 2A,PMID: 30477320,Long-term exposure to air pollution raises circulating levels of proprotein convertase subtilisin/kexin type 9 in obese individuals.,0.9904,0.0096,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31199065,PM upregulates rat mesenteric arteries 5-HT receptor via inflammatory-mediated mitogen-activated protein kinases signaling pathway. 2.5 2A,PMID: 37092899,"Associations between short-term exposure to ambient PM and incident cases of cardiovascular disease in Yantai, China. 2.5",0.9639,0.0361,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31196028,"Effects of particulate matter (PM) on childhood asthma exacerbation and control in Xiamen, China.",PMID: 38388489,Improved childhood asthma control after exposure reduction interventions for desert dust and anthropogenic air pollution: the MEDEA randomised controlled trial.,0.9039,0.0961,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31196028,"Effects of particulate matter (PM) on childhood asthma exacerbation and control in Xiamen, China.",PMID: 35648237,"Levels of indoor particulate matter and association with asthma in children in Benin City, Nigeria.",0.9035,0.0965,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31196028,"Effects of particulate matter (PM) on childhood asthma exacerbation and control in Xiamen, China.",PMID: 34816611,Fine Particulate Matter Induces Childhood Asthma Attacks via Extracellular Vesicle-Packaged Let-7i-5p-Mediated Modulation of the MAPK Signaling Pathway.,0.9032,0.0968,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31196028,"Effects of particulate matter (PM) on childhood asthma exacerbation and control in Xiamen, China.",PMID: 37698070,"Short-term and repeated exposure to particulate matter sizes from Imperial Valley, California to induce inflammation and asthmatic-like symptoms in mice.",0.9031,0.0969,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31196028,"Effects of particulate matter (PM) on childhood asthma exacerbation and control in Xiamen, China.",PMID: 25977589,Evaluation of particle resuspension in young children's breathing zone using stationary and robotic (PIPER) aerosol samplers.,0.8713,0.1287,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31195296,"PM metal constituent exposure and stillbirth risk in Harris County, Texas. 2.5",PMID: 26099933,Maternal ambient air pollution exposure preconception and during early gestation and offspring congenital orofacial defects.,0.9278,0.0722,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31195296,"PM metal constituent exposure and stillbirth risk in Harris County, Texas. 2.5",PMID: 41076862,Exercise protects against PM exacerbated cerebral ischemia/reperfusion injury via the gut-brain axis in mice. 2.5,0.8901,0.1099,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31195296,"PM metal constituent exposure and stillbirth risk in Harris County, Texas. 2.5",PMID: 32171159,Combined exposure of fine particulate matter and high-fat diet aggravate the cardiac fibrosis in C57BL/6J mice.,0.8893,0.1107,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31195296,"PM metal constituent exposure and stillbirth risk in Harris County, Texas. 2.5",PMID: 26644456,Short-term metal particulate exposures decrease cardiac acceleration and deceleration capacities in welders: a repeated-measures panel study.,0.861,0.139,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31195296,"PM metal constituent exposure and stillbirth risk in Harris County, Texas. 2.5",PMID: 30351402,Ambient Particulate Matter and Acrolein Co-Exposure Increases Myocardial Dyssynchrony in Mice via TRPA1.,0.856,0.144,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31187658,Characterizing environmental asthma triggers and healthcare use patterns in Puerto Rico.,PMID: 30141330,Effectiveness of Using Enhanced Filters in Schools and Homes to Reduce Indoor Exposures to PM from Outdoor Sources and Subsequent Health Benefits for Children with Asthma. 2.5,0.9247,0.0753,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31187658,Characterizing environmental asthma triggers and healthcare use patterns in Puerto Rico.,PMID: 38388489,Improved childhood asthma control after exposure reduction interventions for desert dust and anthropogenic air pollution: the MEDEA randomised controlled trial.,0.9225,0.0775,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31187658,Characterizing environmental asthma triggers and healthcare use patterns in Puerto Rico.,PMID: 34816611,Fine Particulate Matter Induces Childhood Asthma Attacks via Extracellular Vesicle-Packaged Let-7i-5p-Mediated Modulation of the MAPK Signaling Pathway.,0.922,0.078,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31187658,Characterizing environmental asthma triggers and healthcare use patterns in Puerto Rico.,PMID: 35648237,"Levels of indoor particulate matter and association with asthma in children in Benin City, Nigeria.",0.922,0.078,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31187658,Characterizing environmental asthma triggers and healthcare use patterns in Puerto Rico.,PMID: 37698070,"Short-term and repeated exposure to particulate matter sizes from Imperial Valley, California to induce inflammation and asthmatic-like symptoms in mice.",0.9219,0.0781,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31182075,Correlation between indoor air pollution and adult respiratory health in Zunyi City in Southwest China: situation in two different seasons.,PMID: 28125028,"Particulate Matter and Respiratory Symptoms among Adults Living in Windhoek, Namibia: A Cross Sectional Descriptive Study.",0.9132,0.0868,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31182075,Correlation between indoor air pollution and adult respiratory health in Zunyi City in Southwest China: situation in two different seasons.,PMID: 28782314,"Association of Environmental Factors, Prevalence of Asthma and Respiratory Morbidity in Mumbai: Need of a Public Health Policy.",0.913,0.087,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31182075,Correlation between indoor air pollution and adult respiratory health in Zunyi City in Southwest China: situation in two different seasons.,PMID: 42075561,Engagement in Particulate Matter Exposure Reduction Behaviors Across Diverse Clinical Cohorts.,0.9058,0.0942,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31182075,Correlation between indoor air pollution and adult respiratory health in Zunyi City in Southwest China: situation in two different seasons.,PMID: 42386347,Should household air quality monitoring be considered in selected patients with asthma and COPD?,0.8937,0.1063,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31182075,Correlation between indoor air pollution and adult respiratory health in Zunyi City in Southwest China: situation in two different seasons.,PMID: 39700980,Chlorinated paraffins in particulate matter associated with asthma and its relative symptoms in school-aged children and adolescents: A cross-sectional survey in South China.,0.8914,0.1086,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31181014,Exposure to Heat Wave During Pregnancy and Adverse Birth Outcomes: An Exploration of Susceptible Windows.,PMID: 42154528,Impacts of the Pacific northwest heat dome on preterm birth rates in Oregon and Washington state.,0.9979,0.0021,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31181014,Exposure to Heat Wave During Pregnancy and Adverse Birth Outcomes: An Exploration of Susceptible Windows.,PMID: 35194749,The Changing Climate and Pregnancy Health.,0.9971,0.0029,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31181014,Exposure to Heat Wave During Pregnancy and Adverse Birth Outcomes: An Exploration of Susceptible Windows.,PMID: 35206601,Extreme Heat and Pregnancy Outcomes: A Scoping Review of the Epidemiological Evidence.,0.9691,0.0309,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31181014,Exposure to Heat Wave During Pregnancy and Adverse Birth Outcomes: An Exploration of Susceptible Windows.,PMID: 37182780,Effects of gestational ambient extreme temperature exposures on the risk of preterm birth in China: A sibling-matched study based on a multi-center prospective cohort.,0.9414,0.0586,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31181014,Exposure to Heat Wave During Pregnancy and Adverse Birth Outcomes: An Exploration of Susceptible Windows.,PMID: 33145731,"Preconception ambient temperature and preterm birth: a time-series study in rural Henan, China.",0.9235,0.0765,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31174511,"Effect of ambient air pollution on premature SGA in Changzhou city, 2013-2016: a retrospective study.",PMID: 34973383,Determinants of carbon load in airway macrophages in pregnant women.,0.909,0.091,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31174511,"Effect of ambient air pollution on premature SGA in Changzhou city, 2013-2016: a retrospective study.",PMID: 34922677,Easy Breathing: A Review of the Impact of Air Quality on Pediatric Health Outcomes.,0.8799,0.1201,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31174511,"Effect of ambient air pollution on premature SGA in Changzhou city, 2013-2016: a retrospective study.",PMID: 37858139,Identifying critical windows of air pollution exposure during preconception and gestational period on birthweight: a prospective cohort study.,0.8317,0.1683,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31174511,"Effect of ambient air pollution on premature SGA in Changzhou city, 2013-2016: a retrospective study.",PMID: 33221303,Air pollution exposure during pregnancy and childhood and brain morphology in preadolescents.,0.8108,0.1892,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31174511,"Effect of ambient air pollution on premature SGA in Changzhou city, 2013-2016: a retrospective study.",PMID: 34331927,Association between preconceptional air pollution exposure and medical purposes for selective termination of pregnancy.,0.7949,0.2051,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31170008,"The Shape of the Concentration-Response Association between Fine Particulate Matter Pollution and Human Mortality in Beijing, China, and Its Implications for Health Impact Assessment.",PMID: 35962291,Health impacts quantification attributed to ambient particulate matter in the nearest Iranian city to the main dust source.,0.8624,0.1376,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31170008,"The Shape of the Concentration-Response Association between Fine Particulate Matter Pollution and Human Mortality in Beijing, China, and Its Implications for Health Impact Assessment.",PMID: 28411064,Health benefits of a reduction of PM and NO exposure after implementing a clean air plan in the Agglomeration Lausanne-Morges. 10 2,0.8405,0.1595,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31170008,"The Shape of the Concentration-Response Association between Fine Particulate Matter Pollution and Human Mortality in Beijing, China, and Its Implications for Health Impact Assessment.",PMID: 28475960,Health risk assessment of exposure to the Middle-Eastern Dust storms in the Iranian megacity of Kermanshah.,0.8297,0.1703,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31170008,"The Shape of the Concentration-Response Association between Fine Particulate Matter Pollution and Human Mortality in Beijing, China, and Its Implications for Health Impact Assessment.",PMID: 28036006,Efficiency of Emission Control Measures on Particulate Matter-Related Health Impacts and Economic Cost during the 2014 Asia-Pacific Economic Cooperation Meeting in Beijing.,0.8282,0.1718,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31170008,"The Shape of the Concentration-Response Association between Fine Particulate Matter Pollution and Human Mortality in Beijing, China, and Its Implications for Health Impact Assessment.",PMID: 36078301,Importance of Punctual Monitoring to Evaluate the Health Effects of Airborne Particulate Matter.,0.8046,0.1954,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31165309,"Inflammatory and coagulatory markers and exposure to different size fractions of particle mass, number and surface area air concentrations in Swedish iron foundries, in particular respirable quartz.",PMID: 25648225,"Indoor and outdoor exposure to ultrafine, fine and microbiologically derived particulate matter related to cardiovascular and respiratory effects in a panel of elderly urban citizens.",0.8612,0.1388,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31165309,"Inflammatory and coagulatory markers and exposure to different size fractions of particle mass, number and surface area air concentrations in Swedish iron foundries, in particular respirable quartz.",PMID: 26744881,Effect of environmental air pollution on cardiovascular diseases.,0.8061,0.1939,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31165309,"Inflammatory and coagulatory markers and exposure to different size fractions of particle mass, number and surface area air concentrations in Swedish iron foundries, in particular respirable quartz.",PMID: 39041841,"Short-term associations between ambient PM, PM, and PM and hospital admissions, length of hospital stays, and hospital expenses for patients with cardiovascular diseases in rural areas of Fuyang, East China. 1 2.5 10",0.8029,0.1971,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31165309,"Inflammatory and coagulatory markers and exposure to different size fractions of particle mass, number and surface area air concentrations in Swedish iron foundries, in particular respirable quartz.",PMID: 26732377,"Fine particles, genetic pathways, and markers of inflammation and endothelial dysfunction: Analysis on particulate species and sources.",0.7937,0.2063,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31165309,"Inflammatory and coagulatory markers and exposure to different size fractions of particle mass, number and surface area air concentrations in Swedish iron foundries, in particular respirable quartz.",PMID: 26950592,Prenatal Air Pollution Exposure and Early Cardiovascular Phenotypes in Young Adults.,0.7524,0.2476,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31162280,Accountability Assessment of Health Improvements in the United States Associated with Reduced Coal Emissions Between 2005 and 2012.,PMID: 28208759,"Acute Effects of Particulate Air Pollution on Ischemic Heart Disease Hospitalizations in Shanghai, China.",0.8029,0.1971,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31162280,Accountability Assessment of Health Improvements in the United States Associated with Reduced Coal Emissions Between 2005 and 2012.,PMID: 33807925,Does Physical Activity Modify the Association between Air Pollution and Recurrence of Cardiovascular Disease?,0.7782,0.2218,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31162280,Accountability Assessment of Health Improvements in the United States Associated with Reduced Coal Emissions Between 2005 and 2012.,PMID: 28420157,The Effects of PM from Asian Dust Storms on Emergency Room Visits for Cardiovascular and Respiratory Diseases. 2.5,0.7754,0.2246,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31162280,Accountability Assessment of Health Improvements in the United States Associated with Reduced Coal Emissions Between 2005 and 2012.,PMID: 40796854,Global burden of early-onset cardiovascular disease attributable to fine particulate matter pollution from 1990 to 2021: a systematic analysis for the global burden of disease study 2021.,0.7386,0.2614,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31162280,Accountability Assessment of Health Improvements in the United States Associated with Reduced Coal Emissions Between 2005 and 2012.,PMID: 37304093,Critical air pollutant assessments and health effects attributed to PM during and after COVID-19 lockdowns in Iran: application of AirQ models. 2.5 +,0.7385,0.2615,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31148503,Prenatal Particulate Air Pollution and DNA Methylation in Newborns: An Epigenome-Wide Meta-Analysis.,PMID: 31949118,Genetic susceptibility to asthma increases the vulnerability to indoor air pollution.,0.9082,0.0918,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31148503,Prenatal Particulate Air Pollution and DNA Methylation in Newborns: An Epigenome-Wide Meta-Analysis.,PMID: 33214907,Gestational exposure to particulate air pollution exacerbates the growth phenotypes induced by preconception paternal alcohol use: a multiplex model of exposure.,0.8609,0.1391,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31148503,Prenatal Particulate Air Pollution and DNA Methylation in Newborns: An Epigenome-Wide Meta-Analysis.,PMID: 28801196,Prenatal fine particulate exposure and early childhood asthma: Effect of maternal stress and fetal sex.,0.8468,0.1532,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31148503,Prenatal Particulate Air Pollution and DNA Methylation in Newborns: An Epigenome-Wide Meta-Analysis.,PMID: 29881545,Outdoor air pollution and respiratory health: a bibliometric analysis of publications in peer-reviewed journals (1900 - 2017).,0.8395,0.1605,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31148503,Prenatal Particulate Air Pollution and DNA Methylation in Newborns: An Epigenome-Wide Meta-Analysis.,PMID: 38524100,Avoidance of Inhaled Pollutants and Irritants in Asthma from a Salutogenic Perspective.,0.8342,0.1658,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31146163,Associations between respiratory health and ozone and fine particulate matter during a wildfire event.,PMID: 39672379,The Effect of Wildfires on Asthma and Allergies.,0.8988,0.1012,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31146163,Associations between respiratory health and ozone and fine particulate matter during a wildfire event.,PMID: 38993972,Association of Short-Term Increases in Ambient Fine Particulate Matter With Hospitalization for Asthma or COPD During Wildfire Season and Other Time Periods.,0.8396,0.1604,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31146163,Associations between respiratory health and ozone and fine particulate matter during a wildfire event.,PMID: 40518391,[Acute impact of persistent high ambient fine particulate matter exposures on hospital visits for respiratory diseases from 2013 to 2018 in the Beijing-Tianjin-Hebei region and surrounding areas].,0.8177,0.1823,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31146163,Associations between respiratory health and ozone and fine particulate matter during a wildfire event.,PMID: 32250418,Association Between Bedroom Particulate Matter Filtration and Changes in Airway Pathophysiology in Children With Asthma.,0.814,0.186,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31146163,Associations between respiratory health and ozone and fine particulate matter during a wildfire event.,PMID: 32051501,The association between wildfire smoke exposure and asthma-specific medical care utilization in Oregon during the 2013 wildfire season.,0.806,0.194,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31146100,"Seasonal characterization and dosimetry-assisted risk assessment of indoor particulate matter (PM, PM, and PM) collected in different schools. 10-2.5 2.5-0.25 0.25",PMID: 42147970,Cultural sensitivity and patient-centered care regarding incense and candle smoke emissions.,0.8787,0.1213,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31146100,"Seasonal characterization and dosimetry-assisted risk assessment of indoor particulate matter (PM, PM, and PM) collected in different schools. 10-2.5 2.5-0.25 0.25",PMID: 29883871,DNA methylation: A critical epigenetic mechanism underlying the detrimental effects of airborne particulate matter.,0.8782,0.1218,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31146100,"Seasonal characterization and dosimetry-assisted risk assessment of indoor particulate matter (PM, PM, and PM) collected in different schools. 10-2.5 2.5-0.25 0.25",PMID: 39013602,"Impact of elevated fine particulate matter (PM ) during landscape fire events on cardiorespiratory hospital admissions in Perth, Western Australia. 2.5",0.8673,0.1327,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31146100,"Seasonal characterization and dosimetry-assisted risk assessment of indoor particulate matter (PM, PM, and PM) collected in different schools. 10-2.5 2.5-0.25 0.25",PMID: 41153469,Medical-Legal Liability and Indoor Air Pollution in Non-Industrial Environments and Perspectives for Maternal and Child Health.,0.8326,0.1674,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31146100,"Seasonal characterization and dosimetry-assisted risk assessment of indoor particulate matter (PM, PM, and PM) collected in different schools. 10-2.5 2.5-0.25 0.25",PMID: 33981453,"Contribution of Satellite-Derived Aerosol Optical Depth PM Bayesian Concentration Surfaces to Respiratory-Cardiovascular Chronic Disease Hospitalizations in Baltimore, Maryland. 2.5",0.8088,0.1912,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31141493,A link between environmental pollution and civilization disorders: a mini review.,PMID: 40643731,Fine Particulate Matter Levels in the Western Area of the City of Rio de Janeiro and the Potential Risks on Children's Health.,0.8192,0.1808,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31141493,A link between environmental pollution and civilization disorders: a mini review.,PMID: 30230977,Effect modification of ambient particle mortality by radon: A time series analysis in 108 U.S. cities.,0.7849,0.2151,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31141493,A link between environmental pollution and civilization disorders: a mini review.,PMID: 38112780,"Occupational exposure to vapors, gasses, dusts, and fumes in relation to causes of death during 24 years in Helsinki, Finland.",0.7848,0.2152,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31141493,A link between environmental pollution and civilization disorders: a mini review.,PMID: 36078301,Importance of Punctual Monitoring to Evaluate the Health Effects of Airborne Particulate Matter.,0.7844,0.2156,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31141493,A link between environmental pollution and civilization disorders: a mini review.,PMID: 30145311,"Short-term effects of desert and non-desert PM on mortality in Sicily, Italy. 10",0.7797,0.2203,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31128767,"Association between pregnancy loss and ambient PM using survey data in Africa: a longitudinal case-control study, 1998-2016. 2·5",PMID: 34609516,"Gestational Exposure to Ultrafine Particles Reveals Sex- and Dose-Specific Changes in Offspring Birth Outcomes, Placental Morphology, and Gene Networks.",0.9606,0.0394,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31128767,"Association between pregnancy loss and ambient PM using survey data in Africa: a longitudinal case-control study, 1998-2016. 2·5",PMID: 34385058,Gestational exposure to PM leads to cognitive dysfunction in mice offspring via promoting HMGB1-NLRP3 axis mediated hippocampal inflammation. 2.5,0.9254,0.0746,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31128767,"Association between pregnancy loss and ambient PM using survey data in Africa: a longitudinal case-control study, 1998-2016. 2·5",PMID: 34785263,Prenatal particulate matter exposure and mitochondrial mutational load at the maternal-fetal interface: Effect modification by genetic ancestry.,0.9212,0.0788,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31128767,"Association between pregnancy loss and ambient PM using survey data in Africa: a longitudinal case-control study, 1998-2016. 2·5",PMID: 36209598,Acute and chronic maternal exposure to fine particulate matter and prelabor rupture of the fetal membranes: A nation-wide survey in China.,0.9011,0.0989,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31128767,"Association between pregnancy loss and ambient PM using survey data in Africa: a longitudinal case-control study, 1998-2016. 2·5",PMID: 35841656,"Gestational PM exposure may increase the risk of small for gestational age through maternal blood pressure and hemoglobin: A mediation analysis based on a prospective cohort in China, 2014-2018. 2.5",0.9002,0.0998,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31116273,Fine particulate matter and ischemic heart diseases inrelation to sex. An ecological time series study.,PMID: 40796854,Global burden of early-onset cardiovascular disease attributable to fine particulate matter pollution from 1990 to 2021: a systematic analysis for the global burden of disease study 2021.,0.8634,0.1366,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31116273,Fine particulate matter and ischemic heart diseases inrelation to sex. An ecological time series study.,PMID: 41544926,PM2.5 induces cardiac defects by triggering endoplasmic reticulum stress mediated through the impairment of SIRT6 deacetylase activity.,0.8555,0.1445,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31116273,Fine particulate matter and ischemic heart diseases inrelation to sex. An ecological time series study.,PMID: 38383041,Exposure-response associations between chronic exposure to fine particulate matter and risks of hospital admission for major cardiovascular diseases: population based cohort study.,0.8434,0.1566,sampled similarity only; full pairwise skipped for 6155 records
PMID: 31116273,Fine particulate matter and ischemic heart diseases inrelation to sex. An ecological time series study.,PMID: 32480149,"Ambient fine particulate matter pollution and years of life lost from cardiovascular diseases in 48 large Chinese cities: Association, effect modification, and additional life gain.",0.8106,0.1894,sampled similarity only; full pairwise skipped for 6155 records
