id,evidence_type,population,comparator,predictor_or_exposure,health_outcome,study_design,effect_direction,effect_estimate,sample_size,population_size,study_period,data_source,recruitment_site,enrollment_site,study_site,statistical_methods,evidence_sentence,citation,source_title,confidence,review_status,reviewer_notes
clin-1829,clinical trial / intervention study,pregnant women/infants,not specified,trial intervention / treatment exposure,not extracted,clinical trial / intervention study,intervention effect evaluated,not extracted,not reported,not reported,2002-2011,not specified,not specified,not specified,not specified,not extracted,Average birth weight and average gestational age were statistically significantly lower in the highly exposed population than in the control area prior to filtration of municipal water supply.,PMID: 32321520,Reducing exposure to high levels of perfluorinated compounds in drinking water improves reproductive outcomes: evidence from an intervention in Minnesota,low,pending,
clin-1830,clinical / observational study,pregnant women/infants,not specified,primary study factor described in the abstract,reproductive,case-control study,null / no clear association,"The ORs comparing the highest PFOA or PFHpS quartile to the lowest were 2.2 (95% CI: 1.2, 3.9) and 1.8 (95% CI: 1.0, 3.2).",218 births,218 births,1996-2002,a case-control study nested within the Danish National Birth Cohort,not specified,not specified,a case-control study nested within the Danish National Birth Cohort,weighted quantile sum regression,"The ORs comparing the highest PFOA or PFHpS quartile to the lowest were 2.2 (95% CI: 1.2, 3.9) and 1.8 (95% CI: 1.0, 3.2).",PMID: 32319790,Maternal Plasma Perfluoroalkyl Substances and Miscarriage: A Nested Case-Control Study in the Danish National Birth Cohort,high,pending,
clin-1831,clinical trial / intervention study,pregnant women/infants,not specified,trial intervention / treatment exposure,not extracted,clinical trial / intervention study,intervention effect evaluated,not extracted,not reported,not reported,not specified,not specified,not specified,not specified,not specified,not extracted,"continuous maternal physiological measurements (heart rate, respiratory rate, chest skin temperature and tri-axis accelerometer data); intermittent maternal tympanic core temperature, four point skin temperature, blood pressure; intermittent fetal heart rate and, if eligible, umbilical artery doppler; intermittent environmental measurements of air temperature, humidity, solar radiation and wind speed.",PMID: 32292825,A protocol for an observational cohort study of heat strain and its effect on fetal wellbeing in pregnant farmers in The Gambia,low,pending,
clin-1832,longitudinal clinical / observational study,pregnant women/infants,not specified,per- and polyfluoroalkyl substances and maternal and neonatal thyroid function in the Project Viva Cohort: A mixtures approach,neurodevelopment; thyroid,longitudinal observational study,null / no clear association,"Higher concentrations of the PFAS mixture were associated with significantly lower maternal FTI, with MeFOSAA, EtFOSAA, PFOA, and PFHxS contributing most to the overall mixture effect in BKMR and WQS regression.",726 mothers,726 mothers,not specified,"Project Viva, a Boston, Massachusetts area longitudinal pre-birth cohort",not specified,not specified,"Project Viva, a Boston, Massachusetts area longitudinal pre-birth cohort",weighted quantile sum regression; Bayesian kernel machine regression,"Higher concentrations of the PFAS mixture were associated with significantly lower maternal FTI, with MeFOSAA, EtFOSAA, PFOA, and PFHxS contributing most to the overall mixture effect in BKMR and WQS regression.",PMID: 32311629,Prenatal exposure to per- and polyfluoroalkyl substances and maternal and neonatal thyroid function in the Project Viva Cohort: A mixtures approach,high,pending,
clin-1833,clinical / observational time-series study,children (under 5 years of age) and elderly (above 60 years of age),not specified,primary study factor described in the abstract,cardiovascular; respiratory,time-series epidemiologic study,positive association,"Respiratory diseases and children: -0.40% (95% CI: -1.11, 0.30), 0.59% (95% CI: -0.35, 1.52), and 0.47% (95% CI: -3.28, 4.21) for PM, temperature, and humidity, respectively.",not reported,not reported,2008-2012,not specified,not specified,not specified,not specified,generalized additive models,"Respiratory diseases and children: -0.40% (95% CI: -1.11, 0.30), 0.59% (95% CI: -0.35, 1.52), and 0.47% (95% CI: -3.28, 4.21) for PM, temperature, and humidity, respectively.",PMID: 32308570,Atmospheric Pollution and Hospitalization for Cardiovascular and Respiratory Diseases in the City of Manaus from 2008 to 2012,medium,pending,
clin-1834,clinical / observational study,patients >35 years during the period 2006 to 2017 in Rome (Italy),"seasonal/time-of-year patterns, evaluated separately by sex",PM and risk of venous thromboembolism: A case-crossover study,cardiovascular mortality,case-crossover study,positive association,"We found that short-term exposure to PM was associated with an increase of PE hospitalization risk of during the warm season (April to September) of 19.6% (95% confidence intervals: 8.3, 31%) per 10 μg/m, while no statistically significant effects were displayed during the cold season or the whole year or for DVT hospitalizations.",not reported,not reported,2006-2017,not specified,not specified,not specified,not specified,adjustment for nitrogen dioxide (NO2) co-exposure (a marker of traffic sources) and when limiting to primary diagnosis of PE (%change: 19,We conducted a case-crossover analysis of all urgent hospitalizations for deep vein thrombosis (DVT) or pulmonary embolism (PE) among patients >35 years during the period 2006 to 2017 in Rome (Italy).,PMID: 32302781,Short-term exposure to PM and risk of venous thromboembolism: A case-crossover study,medium,pending,
clin-1835,prospective clinical / observational study,"participants of the prospective Dutch PIAMA (Prevention and Incidence of Asthma and Mite Allergy) birth cohort and linked asthma incidence until age 20 years to estimated concentrations of nitrogen dioxide (NO2), particulate matter with a diameter <2.5 μm (PM), <10 μm (PM), and 2.5-10 μm, and PM absorbance (""so",not specified,all pollutants at the birth address (adjusted odds ratio (95% CI) ranging from 1,asthma; respiratory,prospective observational study,positive association,"Overall, we found higher incidence of asthma until the age of 20 years with higher exposure to all pollutants at the birth address (adjusted odds ratio (95% CI) ranging from 1.09 (1.01-1.18) for PM to 1.20 (1.10-1.32) for NO) per interquartile range increase) that were rather persistent with age.",3687 participants,3687 participants,not specified,not specified,not specified,not specified,not specified,not extracted,"Overall, we found higher incidence of asthma until the age of 20 years with higher exposure to all pollutants at the birth address (adjusted odds ratio (95% CI) ranging from 1.09 (1.01-1.18) for PM to 1.20 (1.10-1.32) for NO) per interquartile range increase) that were rather persistent with age.",PMID: 32299858,Air pollution and the development of asthma from birth until young adulthood,medium,pending,
clin-1836,clinical epidemiology cohort,cohort participants,not specified,clinical predictors / cohort factors,mortality,not specified,positive association,not extracted,not reported,not reported,2018-2019,Tehran's cemetery registry,not specified,not specified,not specified,not extracted,"The trend of BC concentration variation revealed a persistently higher emission of BC during the nighttime, which is consistent with the large-scale operation of HDVs during these hours in the city of Tehran.",PMID: 32298903,A study of cardiorespiratory related mortality as a result of exposure to black carbon,medium,pending,
clin-1837,longitudinal clinical / observational study,pregnant women/infants/children,not specified,"ALGAE provides a generic and adaptable, open-source solution to clean addresses stored in a cohort contact database and assign life stage-specific exposure estimates with the potential to reduce exposure misclassification International",clinical / health outcome described in the abstract,longitudinal observational study,not extracted,not extracted,not reported,not reported,1991-1992,not specified,not specified,not specified,not specified,not extracted,ALSPAC recruited 14 541 pregnant women between 1991 and 1992.,PMID: 32293006,Automation of cleaning and reconstructing residential address histories to assign environmental exposures in longitudinal studies,medium,pending,
clin-1838,clinical epidemiology cohort,pregnant women/infants/children,not specified,clinical predictors / cohort factors,diabetes,prospective cohort study,positive association,not extracted,"3,967 women",not reported,2013-2016,not specified,not specified,not specified,not specified,not extracted,"An interquartile-range increase in PM2.5 exposure (33.84 μg/m3 for trimester 1 and 33.23 μg/m3 for trimester 2) was associated with 36% (95% confidence interval (CI): 1.15, 1.61) and 23% (95% CI: 1.01, 1.50) increased odds of GDM during trimester 1 and trimester 2, respectively.",PMID: 32286614,"The Associations of Ambient Fine Particulate Matter Exposure During Pregnancy With Blood Glucose Levels and Gestational Diabetes Mellitus Risk: A Prospective Cohort Study in Wuhan, China",medium,pending,
clin-1839,clinical / observational study,older adults,not specified,particulate matter might increase risk of cardiovascular morbidity and mortality are not fully known,cardiovascular; mortality; immune/inflammation,observational study,null / no clear association,"An interquartile range width increase in mean 7-day particle radioactivity (1.2 × 10 Bq/m) was associated with a 4.9% increase in CRP (95% CI = 0.077, 9.9), a 2.8% increase in ICAM-1 (95% CI = 1.4, 4.2), and a 4.3% increase in VCAM-1 (95% CI = 2.5, 6.1).",752 men,752 men,not specified,not specified,not specified,not specified,not specified,regression models; adjustment for additional particulate air pollutants,"An interquartile range width increase in mean 7-day particle radioactivity (1.2 × 10 Bq/m) was associated with a 4.9% increase in CRP (95% CI = 0.077, 9.9), a 2.8% increase in ICAM-1 (95% CI = 1.4, 4.2), and a 4.3% increase in VCAM-1 (95% CI = 2.5, 6.1).",PMID: 32282436,The Role of Ambient Particle Radioactivity in Inflammation and Endothelial Function in an Elderly Cohort,high,pending,
clin-1840,clinical / observational time-series study,study participants,not specified,primary study factor described in the abstract,asthma; respiratory,time-series epidemiologic study,positive association,"Compared with non-fire periods, we found increased risks of all-causes, respiratory diseases, and asthma related emergency presentations and hospital admissions as well as chronic obstructive pulmonary disease (COPD) related emergency presentations during the fire period.",not reported,not reported,2009-2015,not specified,not specified,not specified,not specified,not extracted,"Compared with non-fire periods, we found increased risks of all-causes, respiratory diseases, and asthma related emergency presentations and hospital admissions as well as chronic obstructive pulmonary disease (COPD) related emergency presentations during the fire period.",PMID: 32278916,The association of coal mine fire smoke with hospital emergency presentations and admissions: Time series analysis of Hazelwood Health Study,medium,pending,
clin-1841,clinical trial / intervention study,cohort participants,not specified,trial intervention / treatment exposure,morbidity; mortality,randomized clinical trial,intervention effect evaluated,not extracted,not reported,not reported,not specified,not specified,not specified,not specified,not specified,not extracted,Ambient PM levels elevated apparently during PPWs.,PMID: 32278195,Cardiorespiratory responses to fine particles during ambient PM pollution waves: Findings from a randomized crossover trial in young healthy adults.,medium,pending,
clin-1842,clinical trial / intervention study,pregnant women/infants/children,not specified,trial intervention / treatment exposure,not extracted,clinical trial / intervention study,intervention effect evaluated,not extracted,"722,667 children",not reported,2002-2011,not specified,not specified,not specified,not specified,Cox proportional hazards models,"The cohort included 722,667 children and 66,559 incident cases of asthma.",PMID: 32278153,Air pollution from industries and asthma onset in childhood: A population-based birth cohort study using dispersion modeling,low,pending,
clin-1843,clinical / observational study,pregnant women/infants,not specified,ambient air pollution during pregnancy may cause pregnancy complications,diabetes; hypertension,systematic review/meta-analysis,positive association,"Meta-analyses showed during the first trimester, there were significant associations of PM with gestational hypertension (RR = 1.07, 95% CI: 1.02-1.12 per 10 μg/m, I = 0.0%), of SO with GDM (RR = 1.04, 95% CI: 1.00-1.08 per 1 ppb increment, I = 54.1%), of PM with preeclampsia (RR = 0.97, 95% CI: 0.95-1.00 per 5 μg/m, I = 4.1%).",not reported,not reported,2019,not specified,not specified,not specified,not specified,meta-analysis,"Meta-analyses showed during the first trimester, there were significant associations of PM with gestational hypertension (RR = 1.07, 95% CI: 1.02-1.12 per 10 μg/m, I = 0.0%), of SO with GDM (RR = 1.04, 95% CI: 1.00-1.08 per 1 ppb increment, I = 54.1%), of PM with preeclampsia (RR = 0.97, 95% CI: 0.95-1.00 per 5 μg/m, I = 4.1%).",PMID: 32276169,Association between ambient air pollution and pregnancy complications: A systematic review and meta-analysis of cohort studies,medium,pending,
clin-1844,real-world prospective observational treatment study,cohort participants,baseline / change from baseline; cohort B limited,real-world treatment exposure,not extracted,real-world prospective observational treatment study,not reported in pasted abstract,not extracted,7678 patients,not reported,2017,not specified,not specified,not specified,not specified,not extracted,,PMID: 32266627,The relationship between increased air pollution expressed as PM concentration and the frequency of percutaneous coronary interventions in patients with acute coronary syndromes-a seasonal differences. 10,low,pending,
clin-1845,clinical / observational study,pregnant women/infants,not specified,primary study factor described in the abstract,To examine the associations between serum PBDE and PFAS concentrations during pregnancy and repeated measures of depressive symptoms in women assessed from pregnancy to 8 years postpartum..,observational study,positive association,"A 10-fold increase in ∑PBDEs was associated with a 4.6-fold increased risk (95% CI 1.8, 11.8) of a high trajectory for BDI-II compared to a low trajectory.",not reported,not reported,not specified,"Health Outcomes and Measures of the Environment Study, a birth cohort",not specified,not specified,"Health Outcomes and Measures of the Environment Study, a birth cohort",regression models,"We found that a 10-fold increase in BDE-28 at 16 ± 3 weeks gestation was associated with significantly increased BDI-II scores (β = 2.5 points, 95% confidence interval [CI] 0.8, 4.2) from pregnancy to 8 years postpartum.",PMID: 32259757,Polybrominated diphenyl ether (PBDE) and poly- and perfluoroalkyl substance (PFAS) exposures during pregnancy and maternal depression,medium,pending,
clin-1846,clinical trial / intervention study,children,not specified,trial intervention / treatment exposure,not extracted,clinical trial / intervention study,intervention effect evaluated,not extracted,not reported,not reported,2 weeks,not specified,not specified,"this double-blind, crossover study",not specified,not extracted,Forty-three children (5-13 years old; 26 boys [60%]) participated.,PMID: 32250418,Association Between Bedroom Particulate Matter Filtration and Changes in Airway Pathophysiology in Children With Asthma,low,pending,
clin-1847,clinical / observational study,"adult asthma patients treated in 2 allergy outpatient clinics in Kraków, who declared they would not leave the city in the 14-day study period",not specified,PM with the quality of life in adult asthma patients,asthma,observational study,positive association,"The observed effect of an increased level of exposure to airborne PM was associated with reduced scores in AQLQ from 0.40 at the medium level to 0.46 at the high level, in comparison to the low level.",300 patients,300 patients,2020,not specified,not specified,not specified,not specified,not extracted,"The observed effect of an increased level of exposure to airborne PM was associated with reduced scores in AQLQ from 0.40 at the medium level to 0.46 at the high level, in comparison to the low level.",PMID: 32235947,The association of exposure to PM with the quality of life in adult asthma patients. 10,medium,pending,
clin-1848,clinical trial / intervention study,children,placebo,trial intervention / treatment exposure,kidney inflammatory markers,randomized clinical trial,intervention effect evaluated,not extracted,not reported,not reported,not specified,not specified,not specified,not specified,not specified,not extracted,The mean age of the enrolled patients was 9.2±1.98 years.,PMID: 32233173,Effects of Indoor Air Purifiers on Children with Asthma,medium,pending,
clin-1849,clinical epidemiology cohort,pregnant women/infants/children,not specified,clinical predictors / cohort factors,thyroid,prospective cohort study,null / no clear association,not extracted,468 children,not reported,2003-2006,not specified,not specified,not specified,not specified,multivariable linear regression; Bayesian kernel machine regression; quantile g-computation,"PFAS, considered individually or as mixtures, were generally not associated with any thyroid hormones.",PMID: 32222633,Maternal serum perfluoroalkyl substance mixtures and thyroid hormone concentrations in maternal and cord sera: The HOME Study,medium,pending,
clin-1850,clinical trial / intervention study,pregnant women/infants,not specified,trial intervention / treatment exposure,kidney inflammatory markers; mortality,clinical trial / intervention study,intervention effect evaluated,not extracted,not reported,not reported,not specified,not specified,not specified,not specified,not specified,not extracted,"Despite regulatory efforts to phase out legacy PFAS, they remain detectable in drinking water throughout the United States.",PMID: 32219433,Per- and Polyfluoroalkyl Substances Differentially Inhibit Placental Trophoblast Migration and Invasion In Vitro,medium,pending,
clin-1851,clinical / observational study,"patients with HF were randomly selected from 840 subjects with International Statistical Classification of Diseases, 10th Revision (ICD-10) diagnosis code I50 in the CAPACITY study",not specified,primary study factor described in the abstract,mortality,observational study,positive association,"Blood glucose, heart rate, and ejection fraction (EF) were significantly higher on unhealthy days than normal days.",275 patients,275 patients,2011,not specified,not specified,not specified,not specified,"adjustment for temperature, dew point, and wind speed","Blood glucose, heart rate, and ejection fraction (EF) were significantly higher on unhealthy days than normal days.",PMID: 32206068,The association between particulate matter 2.5 and hospitalization and mortality rates of heart failure: The CAPACITY study,high,pending,
clin-1852,pharmacy education / simulation evaluation study,cohort participants,not specified,evaluator type: standardized patient evaluator vs pharmacist evaluator,not extracted,education / simulation evaluation study,agreement/disagreement comparison,not extracted,"479,842",not reported,2012-2015,"a large national representative sample, the China Hypertension Survey database",not specified,not specified,"a large national representative sample, the China Hypertension Survey database",not extracted,"During 2012-2015, systolic and diastolic BP levels were obtained from a large national representative sample, the China Hypertension Survey database (n = 479,842).",PMID: 32197160,Geographic variations in the blood pressure responses to short-term fine particulate matter exposure in China,low,pending,
clin-1853,clinical trial / intervention study,cohort participants,not specified,trial intervention / treatment exposure,not extracted,clinical trial / intervention study,intervention effect evaluated,not extracted,not reported,not reported,2007,not specified,not specified,not specified,not specified,Poisson regression,"The associations between AEDv and PM10, PM2.5, SO2 and NO2 remained positive and statistically significant after mutual adjustment in the multi-pollutant model.The RR of AEDv increased by 5.4, 4.4, 3.4 and 2.2% per an inter-quartile range increase in SO2 (2.0 ppb), PM2.5 (36 μg/m3), NO2 (7.6 ppb) and PM10 (140 μg/m3), respectively.",PMID: 32193561,Short-term effects of air pollution on daily asthma-related emergency department visits in an industrial city,low,pending,
clin-1854,clinical / observational study,"1,724 mother-child pairs from mother-child cohorts",not specified,"We investigated the association between outdoor air pollutants exposure in the first trimester of pregnancy, and growth and cardio-metabolic risk at four years of age, and evaluated the mediating role of birth weight..",birth weight; maternal blood pressure,cohort study,null / no clear association,"Increased particulate matter exposure in the first trimester of pregnancy was associated with decreased z-scores of weight (zWeight) and BMI (zBMI) (zWeight change per interquartile range increase in particulate matter exposure = -0.12; 95% CI: -0.23, -0.01; zBMI change = -0.12; 95% CI: -0.23, -0.01).","1,724 mother-child pairs","1,724 mother-child pairs",2003-2008,Spanish INMA birth cohort,not specified,not specified,Spanish INMA birth cohort,not extracted,"Increased particulate matter exposure in the first trimester of pregnancy was associated with decreased z-scores of weight (zWeight) and BMI (zBMI) (zWeight change per interquartile range increase in particulate matter exposure = -0.12; 95% CI: -0.23, -0.01; zBMI change = -0.12; 95% CI: -0.23, -0.01).",PMID: 32193046,Prenatal air pollution exposure and growth and cardio-metabolic risk in preschoolers,medium,pending,
clin-1855,clinical trial / intervention study,cohort participants,not specified,trial intervention / treatment exposure,not extracted,randomized clinical trial,intervention effect evaluated,not extracted,not reported,not reported,not specified,not specified,not specified,not specified,not specified,not extracted,"Compared to CON, systolic, and diastolic BPs were significantly reduced in HOT (Δ = - 8.3 ± 1.6 and - 9.7 ± 1.4 mmHg, P < 0.01) and TEMP (Δ = - 4.9 ± 2.1 and - 4.5 ± 0.9 mmHg, P < 0.05) during the first 60 min of postexercise recovery.",PMID: 32189061,Postexercise hypotension and related hemodynamic responses to cycling under heat stress in untrained men with elevated blood pressure,low,pending,
clin-1856,clinical / observational study,pregnant women/infants/children,not specified,perfluorinated compounds and overweight at age 4: A case-control study AIMS: The aims were to investigate the association between maternal serum levels of perfluorooctane sulfonate,clinical / health outcome described in the abstract,case-control study,positive association,We found some significant odds ratios in specific quartiles but these were regarded as spurious findings.,354 cases,354 cases,not specified,not specified,not specified,not specified,not specified,logistic regression,"We used a case-control design and included 354 cases (ISO-BMI ≥ 18 kg/m2) and 2 controls per case (ISO-BMI ≤17 kg/m2) from child health care centers in Malmö, Sweden.",PMID: 32176721,Intrauterine exposure to perfluorinated compounds and overweight at age 4: A case-control study,high,pending,
clin-1857,clinical / observational study,mother-child pairs,not specified,"Within the Human Early-Life Exposome project, 131 prenatal exposures were assessed using biomarkers and environmental models in 1287 mother-child pairs from six European cohorts.",birth weight/fetal growth,review/perspective,positive association,"The DSA model identified lead blood level, which was associated with a 97 g birth weight decrease for each doubling in lead concentration.",not reported,not reported,not specified,not specified,not specified,not specified,not specified,not extracted,"Within the Human Early-Life Exposome project, 131 prenatal exposures were assessed using biomarkers and environmental models in 1287 mother-child pairs from six European cohorts.",PMID: 32167557,Association between the pregnancy exposome and fetal growth,medium,pending,
clin-1858,pharmacy education / simulation evaluation study,children,not specified,evaluator type: standardized patient evaluator vs pharmacist evaluator,not extracted,education / simulation evaluation study,agreement/disagreement comparison,not extracted,not reported,not reported,2015-2016,not specified,not specified,not specified,not specified,not extracted,"Acute respiratory infection is prevalent throughout the country with the high prevalence found in rural zones, for children between 12 and 59 months.",PMID: 32159028,Observed and Modeled Seasonal Air Quality and Respiratory Health in Senegal During 2015 and 2016,low,pending,
clin-1859,cross-sectional clinical / observational study,Participants were recruited from prenatal classes at two healthcare centres and patients receiving prenatal check-ups at two women's hospitals,not specified,primary study factor described in the abstract,clinical / health outcome described in the abstract,cross-sectional analysis,positive association,"Age (β = 0.17, p = .001), perceived severity (β = 0.19, p = .001) and response efficacy (β = 0.28, p < .001) affected pro-environmental behaviour, which explained 23.0% of the variance",358 women,358 women,2018,not specified,prenatal classes at two healthcare centres; July - August 2018 in South Korea,not specified,not specified,not extracted,"Age (β = 0.17, p = .001), perceived severity (β = 0.19, p = .001) and response efficacy (β = 0.28, p < .001) affected pro-environmental behaviour, which explained 23.0% of the variance",PMID: 32147877,Pro-environmental health behaviour and educational needs among pregnant women: A cross-sectional survey,medium,pending,
clin-1860,clinical trial / intervention study,cohort participants,not specified,trial intervention / treatment exposure,"kidney molecular, vascular, inflammatory, and metabolic markers",clinical trial / intervention study,intervention effect evaluated,HR was 1.11,"116,821 participants",not reported,2000-2015,not specified,not specified,not specified,not specified,Cox proportional hazards models,"A total of 116,821 participants were eligible in the final analysis.",PMID: 32146266,Associations of long-term exposure to ambient PM with mortality in Chinese adults: A pooled analysis of cohorts in the China-PAR project.,medium,pending,
clin-1861,clinical / observational study,"Participants completed 30-min seated rest and three, 30-min bouts of semi-recumbent cycling at light, moderate, and vigorous metabolic heat productions (200, 250, 300 W/m, respectively), each followed by 30-min recovery",not specified,primary study factor described in the abstract,diabetes,cohort study,positive association,"Relative to baseline, T was increased in both groups, albeit to a greater extent in type 1 diabetes during vigorous exercise (T1D, 1.1 ± 0.3 °C; control, 0.8 ± 0.3 °C; P < 0.05).",14,14,not specified,not specified,not specified,not specified,not specified,not extracted,"Relative to baseline, T was increased in both groups, albeit to a greater extent in type 1 diabetes during vigorous exercise (T1D, 1.1 ± 0.3 °C; control, 0.8 ± 0.3 °C; P < 0.05).",PMID: 32144491,Cardiac autonomic modulation in type 1 diabetes during exercise-heat stress,medium,pending,
clin-1862,clinical / observational study,children with bronchial asthma were recruited from four hospitals in the Goto Islands and south Nagasaki area in Nagasaki prefecture,not specified,"AD was associated with reduced PEFR, although the effects were not large enough to induce clinically apparent symptoms, in clinically well-controlled asthmatic children Environment",asthma; respiratory,case-crossover study,null / no clear association,"AD was not associated with the number of asthma attacks, respiratory symptoms, or other symptoms at any lag days examined",not reported,not reported,2014-2016,not specified,four hospitals in the Goto Islands,not specified,not specified,linear mixed-effects models,The study was carried out from March to May from 2014 through 2016.,PMID: 32131724,"Association between Asian dust exposure and respiratory function in children with bronchial asthma in Nagasaki Prefecture, Japan",medium,pending,
clin-1863,clinical / observational study,pregnant women/infants,"seasonal/time-of-year patterns, evaluated separately by sex",ambient air pollution and risk of preterm birth - A population-based cohort study in Finland,preterm birth,cohort study,positive association,"The risk of PTB was related to exposures to PM, PM and NO during the week prior to the delivery with adjusted RRs of 1.67 (95%CI: 1.14, 2.46), 1.60 (95% CI: 1.09, 2.34) and 1.65 (95% CI: 1.14, 2.37), from three-pollutant models respectively.",not reported,not reported,1984-1990,not specified,not specified,not specified,not specified,Poisson regression,"The risk of PTB was related to exposures to PM, PM and NO during the week prior to the delivery with adjusted RRs of 1.67 (95%CI: 1.14, 2.46), 1.60 (95% CI: 1.09, 2.34) and 1.65 (95% CI: 1.14, 2.37), from three-pollutant models respectively.",PMID: 32126375,Short-term prenatal exposure to ambient air pollution and risk of preterm birth - A population-based cohort study in Finland,medium,pending,
clin-1864,clinical epidemiology cohort,pregnant women/infants,not specified,clinical predictors / cohort factors,immune/inflammation; diabetes,meta-analysis,positive association,"OR = 0.981, 95% CI: 0.977, 0.985",not reported,not reported,not specified,not specified,not specified,not specified,not specified,meta-analysis,More prospective cohort studies are also warranted in developing countries with high levels of air pollution.,PMID: 32114225,Ambient air pollution and gestational diabetes mellitus: A review of evidence from biological mechanisms to population epidemiology,high,pending,
clin-1865,clinical / observational study,pregnant women/infants/children,not specified,extreme heat events (EHEs) during pregnancy may modify this association,clinical / health outcome described in the abstract,case-control study,null / no clear association,"Compared with women with low particulate matter exposure and no exposure to an EHE, the odds of a ventricular septal defect in offspring associated with high particulate matter exposure was elevated only among women who experienced an EHE (odds ratio [OR] 2.14 95% confidence interval [CI] 1.19, 3.38 vs.","4,033 controls","4,033 controls",1999-2007,not specified,not specified,not specified,not specified,"regression models; adjustment for maternal age, ethnicity, education, and average humidity","OR 0.97 95% CI 0.49, 1.95; RERI 0.82 95% CI -0.39, 2.17).",PMID: 32091506,"Associations between fine particulate matter, extreme heat events, and congenital heart defects",high,pending,
clin-1866,clinical epidemiology cohort,pregnant women/infants,not specified,clinical predictors / cohort factors,mortality,prospective cohort study,positive association,not extracted,819 women,not reported,not specified,not specified,< 17 weeks of gestation,not specified,not specified,linear regression,34% (n = 279) of 819 women with outcome data available for analysis used polluting fuel as their main cooking fuel.,PMID: 32087720,Household fuel use and adverse pregnancy outcomes in a Ghanaian cohort study,medium,pending,
clin-1867,clinical / observational study,adults without CVD in 2000 being included,not specified,Fine Particulate Matter and Cardiovascular Disease in China,cardiovascular disease mortality,cohort study,positive association,"For each 10 μg/m increase in PM exposures, the multivariate-adjusted hazard ratio was 1.251 (95% confidence interval: 1.220 to 1.283) for CVD incidence and 1.164 (95% confidence interval: 1.117 to 1.213) for CVD mortality.","116,972 adults","116,972 adults",2000-2015,not specified,not specified,not specified,not specified,Cox proportional hazards models,"A nationwide cohort study, China-PAR (Prediction for Atherosclerotic Cardiovascular Disease Risk in China), was used, with 116,972 adults without CVD in 2000 being included.",PMID: 32081278,Long-Term Exposure to Fine Particulate Matter and Cardiovascular Disease in China,high,pending,
clin-1868,clinical / observational study,"children from the Generation R Study, a population-based birth cohort from Rotterdam, Netherlands (2002-2006)",not specified,"Air Pollution during Pregnancy and Childhood, and White Matter Microstructure in Preadolescents",We assessed whether pregnancy and childhood exposures to air pollution are related to white matter microstructure in preadolescents..,review/perspective,positive association,"In multipollutant models of pregnancy exposures selected by DSA, higher concentration of fine particles was associated with significantly lower FA [ (95% CI: , ) per fine particles] and higher concentration of elemental silicon with significantly higher MD [0.06 (95% CI: 0.01, 0.11) per silicon].","2,954 children","2,954 children",2002-2006,"Generation R Study, a population-based birth cohort",not specified,not specified,"Generation R Study, a population-based birth cohort",regression models,"In the single-pollutant analyses, higher concentrations of several air pollutants during pregnancy or childhood were associated with significantly lower FA or higher MD ().",PMID: 32074458,"Exposure to Air Pollution during Pregnancy and Childhood, and White Matter Microstructure in Preadolescents",high,pending,
clin-1869,clinical / observational study,pregnant women/infants,"seasonal/time-of-year patterns, evaluated separately by sex",season / time of year; temperature (seasonal context),preterm birth; mortality,observational study,positive association,"Hazard ratios ranged from 1.008 (95% CI: 0.997, 1.021) to 1.128 (95% CI: 1.052, 1.210), with increasing associations as the relative temperature and duration of extreme heat episode increased","1,967,300 mothers","1,967,300 mothers",2005-2013,not specified,not specified,not specified,not specified,regression models,"For all definitions of extreme heat, the risk of preterm birth was consistently higher among mothers who experienced an extreme heat episode during their last week of gestation.",PMID: 32059147,"Extreme heat episodes and risk of preterm birth in California, 2005-2013",high,pending,
clin-1870,clinical / observational study,cohort participants,not specified,"pollution has been shown to increase risk of cardiovascular disease (CVD) and mortality, and may contribute to the increased risk of CVD among individuals with higher social risk",all-cause mortality; cardiovascular,cohort study,positive association,"PM was independently associated with clinical outcome (adjusted hazard ratio [HR]: 1.19 [95% CI: 1.00, 1.41]).",not reported,not reported,1933,not specified,not specified,not specified,not specified,regression models,particulate matter exposure increased with higher CSR score.,PMID: 32046641,"Association between cumulative social risk, particulate matter environmental pollutant exposure, and cardiovascular disease risk",medium,pending,
clin-1871,clinical epidemiology / health equity cohort,children,not specified,clinical predictors / cohort factors,asthma,meta-analysis,positive association,not extracted,not reported,not reported,not specified,not specified,not specified,not specified,not specified,meta-analysis,"The annual average levels of NO2, PM2.5, and BC at census levels were 56 μg/m, 17.11 μg/m and 2.88 μg/m, respectively.",PMID: 32037015,Health equity and burden of childhood asthma - related to air pollution in Barcelona,medium,pending,
clin-1872,clinical epidemiology cohort,pregnant women/infants,not specified,clinical predictors / cohort factors,mortality,case-control study,null / no clear association,not extracted,not reported,not reported,2011-2012,not specified,not specified,not specified,not specified,logistic regression,The concentrations of air pollutants were very high but similar in cases and controls.,PMID: 32030145,"Maternal exposure to air pollutants and birth weight in Tehran, Iran",medium,pending,
